laser_id,x_pixel,y_pixel,distance_cm
1,94,197,3.38293
1,95,197,3.38293
1,96,197,3.38293
1,97,197,3.38293
1,98,197,3.38293
1,99,197,3.38293
1,100,197,3.38293
1,101,197,3.38293
1,102,198,3.36614
1,103,198,3.36614
1,104,198,3.36614
1,105,199,3.3494
1,106,199,3.3494
1,107,199,3.3494
1,108,199,3.3494
1,109,199,3.3494
1,110,199,3.3494
1,111,199,3.3494
1,112,198,3.36614
1,113,198,3.36614
1,114,198,3.36614
1,115,197,3.38293
1,116,198,3.36614
1,117,197,3.38293
1,118,197,3.38293
1,119,228,2.88506
1,120,229,2.86971
1,121,229,2.86971
1,122,230,2.8544
1,123,230,2.8544
1,124,231,2.83913
1,125,232,2.82391
1,126,233,2.80872
1,127,234,2.79357
1,128,237,2.74836
1,129,237,2.74836
1,130,237,2.74836
1,131,238,2.73336
1,132,239,2.71841
1,133,239,2.71841
1,134,240,2.70349
1,135,240,2.70349
1,136,240,2.70349
1,137,240,2.70349
1,138,241,2.68861
1,139,241,2.68861
1,140,242,2.67376
1,141,242,2.67376
1,142,242,2.67376
1,143,243,2.65895
1,144,243,2.65895
1,145,243,2.65895
1,146,244,2.64418
1,147,245,2.62945
1,148,245,2.62945
1,149,247,2.60008
1,150,247,2.60008
1,151,248,2.58546
1,152,249,2.57086
1,153,250,2.5563
1,154,251,2.54178
1,155,251,2.54178
1,156,252,2.52729
1,157,252,2.52729
1,158,252,2.52729
1,159,253,2.51283
1,160,254,2.49841
1,161,255,2.48403
1,162,255,2.48403
1,163,255,2.48403
1,164,254,2.49841
1,165,254,2.49841
1,166,254,2.49841
1,167,254,2.49841
1,168,254,2.49841
1,169,254,2.49841
1,170,254,2.49841
1,171,228,2.88506
1,172,228,2.88506
1,173,229,2.86971
1,174,230,2.8544
1,175,229,2.86971
1,176,229,2.86971
1,177,229,2.86971
1,178,229,2.86971
1,179,229,2.86971
1,180,229,2.86971
1,181,229,2.86971
1,182,230,2.8544
1,183,230,2.8544
1,184,230,2.8544
1,185,231,2.83913
1,186,231,2.83913
1,187,231,2.83913
1,188,232,2.82391
1,189,232,2.82391
1,190,233,2.80872
1,191,234,2.79357
1,192,234,2.79357
1,193,235,2.77846
1,194,236,2.76339
1,195,236,2.76339
1,196,236,2.76339
1,197,236,2.76339
1,198,236,2.76339
1,199,237,2.74836
1,200,237,2.74836
1,201,237,2.74836
1,202,237,2.74836
1,203,237,2.74836
1,204,238,2.73336
1,205,238,2.73336
1,206,238,2.73336
1,207,238,2.73336
1,208,239,2.71841
1,209,239,2.71841
1,210,239,2.71841
1,211,239,2.71841
1,212,239,2.71841
1,213,239,2.71841
1,214,239,2.71841
1,215,239,2.71841
1,216,239,2.71841
1,217,238,2.73336
1,218,239,2.71841
1,219,239,2.71841
1,220,239,2.71841
1,221,239,2.71841
1,222,239,2.71841
1,223,239,2.71841
1,224,239,2.71841
1,225,239,2.71841
1,226,239,2.71841
1,227,239,2.71841
1,228,239,2.71841
1,229,239,2.71841
1,230,239,2.71841
1,231,239,2.71841
1,232,239,2.71841
1,233,239,2.71841
1,234,240,2.70349
1,235,240,2.70349
1,236,240,2.70349
1,237,240,2.70349
1,238,241,2.68861
1,239,241,2.68861
1,240,242,2.67376
1,241,242,2.67376
1,242,242,2.67376
1,243,242,2.67376
1,244,243,2.65895
1,245,243,2.65895
1,246,244,2.64418
1,247,244,2.64418
1,248,244,2.64418
1,249,244,2.64418
1,250,244,2.64418
1,251,243,2.65895
1,252,244,2.64418
1,253,243,2.65895
1,254,243,2.65895
1,255,243,2.65895
1,256,243,2.65895
1,257,243,2.65895
1,258,243,2.65895
1,259,244,2.64418
1,260,244,2.64418
1,261,244,2.64418
1,262,244,2.64418
1,263,245,2.62945
1,264,245,2.62945
1,265,245,2.62945
1,266,246,2.61475
1,267,246,2.61475
1,268,246,2.61475
1,269,246,2.61475
1,270,246,2.61475
1,271,246,2.61475
1,272,246,2.61475
1,273,246,2.61475
1,274,246,2.61475
1,275,245,2.62945
1,276,245,2.62945
1,277,245,2.62945
1,278,245,2.62945
1,279,246,2.61475
1,280,246,2.61475
1,281,246,2.61475
1,282,247,2.60008
1,283,247,2.60008
1,284,247,2.60008
1,285,246,2.61475
1,286,247,2.60008
1,287,247,2.60008
1,288,248,2.58546
1,289,251,2.54178
1,290,252,2.52729
1,291,252,2.52729
1,292,253,2.51283
1,293,253,2.51283
1,294,253,2.51283
1,295,253,2.51283
1,296,254,2.49841
1,297,254,2.49841
1,298,255,2.48403
1,299,255,2.48403
1,300,256,2.46967
1,301,256,2.46967
1,302,257,2.45535
1,303,257,2.45535
1,304,258,2.44106
1,305,259,2.42681
1,306,259,2.42681
1,307,259,2.42681
1,308,260,2.41258
1,309,260,2.41258
1,310,260,2.41258
1,311,261,2.39839
1,312,261,2.39839
1,313,260,2.41258
1,314,260,2.41258
1,315,260,2.41258
1,316,260,2.41258
1,317,260,2.41258
1,318,260,2.41258
1,319,260,2.41258
1,320,259,2.42681
1,321,260,2.41258
1,322,260,2.41258
1,323,260,2.41258
1,324,260,2.41258
1,325,260,2.41258
1,326,261,2.39839
1,327,261,2.39839
1,328,262,2.38423
1,329,262,2.38423
1,330,262,2.38423
1,331,263,2.37011
1,332,263,2.37011
1,333,263,2.37011
1,334,263,2.37011
1,335,264,2.35601
1,336,264,2.35601
1,337,264,2.35601
1,338,264,2.35601
1,339,265,2.34195
1,340,265,2.34195
1,341,265,2.34195
1,342,265,2.34195
1,343,266,2.32792
1,344,266,2.32792
1,345,267,2.31392
1,346,267,2.31392
1,347,267,2.31392
1,348,266,2.32792
1,349,266,2.32792
1,350,266,2.32792
1,351,266,2.32792
1,352,267,2.31392
1,353,267,2.31392
1,354,267,2.31392
1,355,268,2.29995
1,356,268,2.29995
1,357,269,2.28601
1,358,269,2.28601
1,359,270,2.2721
1,360,270,2.2721
1,361,270,2.2721
1,362,270,2.2721
1,363,270,2.2721
1,364,270,2.2721
1,365,270,2.2721
1,366,270,2.2721
1,367,270,2.2721
1,368,270,2.2721
1,369,270,2.2721
1,370,269,2.28601
1,371,269,2.28601
1,372,269,2.28601
1,373,269,2.28601
1,374,270,2.2721
1,375,270,2.2721
1,376,270,2.2721
1,377,271,2.25822
1,378,271,2.25822
1,379,271,2.25822
1,380,272,2.24437
1,381,272,2.24437
1,382,272,2.24437
1,383,271,2.25822
1,384,271,2.25822
1,385,271,2.25822
1,386,267,2.31392
1,387,268,2.29995
1,388,268,2.29995
1,389,268,2.29995
1,390,268,2.29995
1,391,268,2.29995
1,392,269,2.28601
1,393,270,2.2721
1,394,270,2.2721
1,395,269,2.28601
1,396,270,2.2721
1,397,269,2.28601
