x_pixel,y_pixel,distance_cm
196,393,1.63355
197,392,1.64726
198,393,1.63355
199,393,1.63355
200,393,1.63355
201,393,1.63355
202,393,1.63355
203,393,1.63355
204,393,1.63355
205,393,1.63355
206,393,1.63355
207,393,1.63355
208,393,1.63355
209,393,1.63355
210,393,1.63355
211,393,1.63355
212,393,1.63355
213,393,1.63355
214,393,1.63355
215,393,1.63355
216,393,1.63355
217,393,1.63355
218,393,1.63355
219,393,1.63355
220,393,1.63355
221,393,1.63355
222,393,1.63355
223,393,1.63355
224,393,1.63355
225,393,1.63355
226,393,1.63355
227,393,1.63355
228,393,1.63355
229,393,1.63355
230,393,1.63355
231,393,1.63355
232,393,1.63355
233,393,1.63355
234,393,1.63355
235,393,1.63355
236,393,1.63355
237,393,1.63355
238,393,1.63355
239,392,1.64726
240,392,1.64726
241,392,1.64726
242,392,1.64726
243,392,1.64726
244,392,1.64726
245,392,1.64726
246,392,1.64726
247,392,1.64726
248,392,1.64726
249,392,1.64726
250,392,1.64726
251,392,1.64726
252,392,1.64726
253,392,1.64726
254,392,1.64726
255,392,1.64726
256,392,1.64726
257,392,1.64726
258,392,1.64726
259,392,1.64726
260,392,1.64726
261,392,1.64726
262,392,1.64726
263,392,1.64726
264,392,1.64726
265,391,1.66099
266,391,1.66099
267,391,1.66099
268,391,1.66099
269,391,1.66099
270,390,1.67475
271,389,1.68852
272,389,1.68852
273,389,1.68852
102,301,1.85498
103,301,1.85498
104,301,1.85498
105,302,1.84195
106,303,1.82894
107,304,1.81596
108,304,1.81596
109,305,1.80301
110,306,1.79008
111,306,1.79008
112,307,1.77717
113,308,1.76428
114,309,1.75142
115,309,1.75142
116,310,1.73859
117,310,1.73859
118,311,1.72578
119,311,1.72578
120,312,1.71299
121,312,1.71299
122,313,1.70022
123,314,1.68748
124,314,1.68748
125,315,1.67476
126,316,1.66207
127,317,1.6494
128,317,1.6494
129,318,1.63675
130,318,1.63675
131,319,1.62412
132,319,1.62412
133,320,1.61152
134,320,1.61152
135,321,1.59893
136,321,1.59893
137,321,1.59893
138,321,1.59893
139,322,1.58638
140,322,1.58638
141,323,1.57384
142,323,1.57384
143,324,1.56132
144,324,1.56132
145,324,1.56132
146,325,1.54883
147,325,1.54883
148,325,1.54883
149,326,1.53636
150,327,1.52391
151,327,1.52391
152,327,1.52391
153,328,1.51148
154,323,1.57384
155,324,1.56132
156,324,1.56132
157,325,1.54883
158,332,1.46199
159,332,1.46199
160,333,1.44967
161,333,1.44967
162,334,1.43737
163,334,1.43737
164,334,1.43737
165,335,1.42509
166,334,1.43737
167,333,1.44967
168,333,1.44967
169,333,1.44967
170,334,1.43737
171,334,1.43737
172,335,1.42509
173,336,1.41283
174,337,1.40059
175,337,1.40059
176,337,1.40059
177,338,1.38838
178,338,1.38838
179,339,1.37618
180,339,1.37618
181,339,1.37618
182,340,1.36401
183,340,1.36401
184,340,1.36401
185,340,1.36401
186,340,1.36401
187,340,1.36401
188,340,1.36401
189,340,1.36401
190,341,1.35185
191,341,1.35185
192,341,1.35185
193,341,1.35185
194,341,1.35185
195,341,1.35185
196,342,1.33971
197,342,1.33971
198,342,1.33971
199,343,1.3276
200,343,1.3276
201,343,1.3276
202,343,1.3276
203,343,1.3276
204,343,1.3276
205,344,1.3155
206,344,1.3155
207,345,1.30343
208,346,1.29137
209,347,1.27934
210,347,1.27934
211,347,1.27934
212,347,1.27934
213,347,1.27934
214,346,1.29137
215,345,1.30343
216,345,1.30343
217,345,1.30343
218,345,1.30343
219,345,1.30343
220,345,1.30343
221,345,1.30343
222,345,1.30343
223,346,1.29137
224,346,1.29137
225,346,1.29137
226,346,1.29137
227,346,1.29137
228,346,1.29137
229,347,1.27934
230,347,1.27934
231,347,1.27934
232,348,1.26732
233,348,1.26732
234,347,1.27934
235,347,1.27934
236,347,1.27934
237,347,1.27934
238,347,1.27934
239,347,1.27934
240,346,1.29137
241,346,1.29137
242,346,1.29137
243,346,1.29137
244,346,1.29137
245,346,1.29137
246,346,1.29137
247,345,1.30343
248,345,1.30343
249,345,1.30343
250,344,1.3155
251,344,1.3155
252,344,1.3155
253,344,1.3155
254,343,1.3276
255,343,1.3276
256,343,1.3276
257,343,1.3276
258,343,1.3276
259,342,1.33971
260,342,1.33971
261,342,1.33971
262,341,1.35185
263,340,1.36401
264,340,1.36401
265,339,1.37618
266,339,1.37618
267,338,1.38838
268,338,1.38838
269,337,1.40059
270,337,1.40059
271,336,1.41283
272,336,1.41283
273,336,1.41283
274,336,1.41283
275,336,1.41283
276,336,1.41283
277,337,1.40059
278,337,1.40059
279,337,1.40059
280,337,1.40059
281,337,1.40059
282,338,1.38838
283,338,1.38838
284,339,1.37618
285,339,1.37618
286,340,1.36401
287,341,1.35185
288,341,1.35185
289,342,1.33971
290,343,1.3276
291,345,1.30343
292,345,1.30343
293,346,1.29137
294,346,1.29137
295,347,1.27934
296,347,1.27934
297,347,1.27934
298,348,1.26732
299,348,1.26732
300,349,1.25532
301,349,1.25532
302,349,1.25532
303,350,1.24335
304,349,1.25532
305,349,1.25532
306,349,1.25532
307,349,1.25532
308,349,1.25532
309,349,1.25532
310,349,1.25532
311,349,1.25532
312,349,1.25532
313,350,1.24335
314,350,1.24335
315,350,1.24335
316,350,1.24335
317,351,1.23139
318,351,1.23139
319,352,1.21945
320,352,1.21945
321,352,1.21945
322,353,1.20753
323,353,1.20753
324,353,1.20753
325,353,1.20753
326,353,1.20753
327,353,1.20753
328,353,1.20753
329,353,1.20753
330,353,1.20753
331,353,1.20753
332,353,1.20753
333,353,1.20753
334,352,1.21945
335,352,1.21945
336,352,1.21945
337,352,1.21945
338,352,1.21945
339,352,1.21945
340,352,1.21945
341,352,1.21945
342,352,1.21945
343,351,1.23139
344,351,1.23139
345,351,1.23139
346,351,1.23139
347,351,1.23139
348,351,1.23139
349,351,1.23139
350,351,1.23139
351,351,1.23139
352,351,1.23139
353,351,1.23139
354,351,1.23139
355,351,1.23139
356,351,1.23139
357,351,1.23139
358,350,1.24335
359,351,1.23139
360,351,1.23139
361,351,1.23139
362,351,1.23139
363,351,1.23139
364,351,1.23139
365,351,1.23139
366,351,1.23139
367,350,1.24335
368,350,1.24335
369,350,1.24335
370,350,1.24335
371,350,1.24335
372,350,1.24335
373,350,1.24335
374,350,1.24335
375,350,1.24335
376,350,1.24335
377,350,1.24335
378,351,1.23139
379,351,1.23139
380,351,1.23139
381,351,1.23139
382,352,1.21945
383,352,1.21945
384,352,1.21945
385,352,1.21945
386,352,1.21945
387,352,1.21945
388,352,1.21945
389,352,1.21945
390,352,1.21945
391,352,1.21945
392,352,1.21945
393,352,1.21945
394,352,1.21945
395,352,1.21945
396,352,1.21945
397,352,1.21945
398,353,1.20753
399,353,1.20753
400,352,1.21945
401,352,1.21945
402,352,1.21945
403,352,1.21945
404,352,1.21945
405,352,1.21945
406,352,1.21945
407,351,1.23139
408,351,1.23139
409,351,1.23139
410,351,1.23139
411,350,1.24335
412,349,1.25532
413,347,1.27934
414,347,1.27934
415,346,1.29137
416,346,1.29137
417,346,1.29137
418,346,1.29137
419,345,1.30343
420,345,1.30343
421,344,1.3155
422,344,1.3155
423,343,1.3276
424,342,1.33971
425,342,1.33971
426,340,1.36401
427,339,1.37618
428,338,1.38838
429,337,1.40059
430,336,1.41283
431,336,1.41283
432,336,1.41283
433,335,1.42509
434,335,1.42509
435,334,1.43737
436,334,1.43737
437,333,1.44967
438,333,1.44967
439,333,1.44967
440,332,1.46199
441,332,1.46199
442,331,1.47433
443,331,1.47433
444,331,1.47433
445,331,1.47433
446,331,1.47433
447,331,1.47433
448,331,1.47433
449,331,1.47433
450,331,1.47433
451,330,1.48669
452,330,1.48669
453,330,1.48669
454,330,1.48669
455,329,1.49908
456,330,1.48669
457,330,1.48669
458,329,1.49908
459,329,1.49908
460,329,1.49908
461,329,1.49908
462,329,1.49908
463,328,1.51148
464,328,1.51148
465,328,1.51148
466,328,1.51148
467,328,1.51148
468,328,1.51148
469,328,1.51148
470,328,1.51148
471,328,1.51148
472,328,1.51148
473,328,1.51148
474,328,1.51148
475,328,1.51148
476,328,1.51148
477,328,1.51148
478,328,1.51148
479,328,1.51148
480,328,1.51148
481,328,1.51148
482,327,1.52391
483,327,1.52391
484,327,1.52391
485,326,1.53636
486,326,1.53636
487,326,1.53636
488,325,1.54883
489,325,1.54883
490,325,1.54883
491,324,1.56132
492,324,1.56132
493,324,1.56132
494,323,1.57384
495,323,1.57384
496,323,1.57384
497,323,1.57384
498,322,1.58638
499,321,1.59893
500,321,1.59893
501,320,1.61152
502,320,1.61152
503,320,1.61152
504,319,1.62412
505,319,1.62412
506,319,1.62412
507,318,1.63675
508,318,1.63675
