laser_id,x_pixel,y_pixel,distance_cm
1,93,255,2.48403
1,94,254,2.49841
1,95,253,2.51283
1,96,253,2.51283
1,97,252,2.52729
1,98,252,2.52729
1,99,251,2.54178
1,100,227,2.90045
1,101,227,2.90045
1,102,227,2.90045
1,103,227,2.90045
1,104,227,2.90045
1,105,227,2.90045
1,106,228,2.88506
1,107,228,2.88506
1,108,228,2.88506
1,109,229,2.86971
1,110,229,2.86971
1,111,229,2.86971
1,112,230,2.8544
1,113,231,2.83913
1,114,231,2.83913
1,115,232,2.82391
1,116,233,2.80872
1,117,233,2.80872
1,118,233,2.80872
1,119,233,2.80872
1,120,234,2.79357
1,121,234,2.79357
1,122,234,2.79357
1,123,235,2.77846
1,124,236,2.76339
1,125,236,2.76339
1,126,237,2.74836
1,127,237,2.74836
1,128,237,2.74836
1,129,237,2.74836
1,130,238,2.73336
1,131,237,2.74836
1,132,237,2.74836
1,133,237,2.74836
1,134,237,2.74836
1,135,237,2.74836
1,136,238,2.73336
1,137,238,2.73336
1,138,239,2.71841
1,139,239,2.71841
1,140,238,2.73336
1,141,239,2.71841
1,142,239,2.71841
1,143,239,2.71841
1,144,239,2.71841
1,145,240,2.70349
1,146,240,2.70349
1,147,240,2.70349
1,148,240,2.70349
1,149,240,2.70349
1,150,240,2.70349
1,151,241,2.68861
1,152,241,2.68861
1,153,241,2.68861
1,154,241,2.68861
1,155,242,2.67376
1,156,242,2.67376
1,157,242,2.67376
1,158,243,2.65895
1,159,244,2.64418
1,160,244,2.64418
1,161,244,2.64418
1,162,244,2.64418
1,163,245,2.62945
1,164,245,2.62945
1,165,245,2.62945
1,166,245,2.62945
1,167,246,2.61475
1,168,246,2.61475
1,169,246,2.61475
1,170,246,2.61475
1,171,246,2.61475
1,172,246,2.61475
1,173,246,2.61475
1,174,247,2.60008
1,175,247,2.60008
1,176,248,2.58546
1,177,248,2.58546
1,178,249,2.57086
1,179,249,2.57086
1,180,249,2.57086
1,181,250,2.5563
1,182,250,2.5563
1,183,251,2.54178
1,184,251,2.54178
1,185,251,2.54178
1,186,251,2.54178
1,187,252,2.52729
1,188,252,2.52729
1,189,252,2.52729
1,190,253,2.51283
1,191,253,2.51283
1,192,253,2.51283
1,193,254,2.49841
1,194,254,2.49841
1,195,254,2.49841
1,196,254,2.49841
1,197,254,2.49841
1,198,255,2.48403
1,199,255,2.48403
1,200,255,2.48403
1,201,255,2.48403
1,202,256,2.46967
1,203,256,2.46967
1,204,256,2.46967
1,205,257,2.45535
1,206,257,2.45535
1,207,257,2.45535
1,208,258,2.44106
1,209,258,2.44106
1,210,258,2.44106
1,211,257,2.45535
1,212,258,2.44106
1,213,258,2.44106
1,214,258,2.44106
1,215,258,2.44106
1,216,257,2.45535
1,217,257,2.45535
1,218,257,2.45535
1,219,257,2.45535
1,220,256,2.46967
1,221,256,2.46967
1,222,256,2.46967
1,223,256,2.46967
1,224,256,2.46967
1,225,257,2.45535
1,226,257,2.45535
1,227,257,2.45535
1,228,257,2.45535
1,229,257,2.45535
1,230,257,2.45535
1,231,257,2.45535
1,232,257,2.45535
1,233,257,2.45535
1,234,257,2.45535
1,235,257,2.45535
1,236,257,2.45535
1,237,257,2.45535
1,238,257,2.45535
1,239,257,2.45535
1,240,257,2.45535
1,241,257,2.45535
1,242,257,2.45535
1,243,257,2.45535
1,244,257,2.45535
1,245,257,2.45535
1,246,257,2.45535
1,247,257,2.45535
1,248,257,2.45535
1,249,257,2.45535
1,250,257,2.45535
1,251,256,2.46967
1,252,256,2.46967
1,253,256,2.46967
1,254,256,2.46967
1,255,255,2.48403
1,256,255,2.48403
1,257,255,2.48403
1,258,255,2.48403
1,259,255,2.48403
1,260,254,2.49841
1,261,254,2.49841
1,262,254,2.49841
1,263,254,2.49841
1,264,254,2.49841
1,265,254,2.49841
1,266,253,2.51283
1,267,253,2.51283
1,268,253,2.51283
1,269,253,2.51283
1,270,253,2.51283
1,271,252,2.52729
1,272,252,2.52729
1,273,252,2.52729
1,274,251,2.54178
1,275,250,2.5563
1,276,250,2.5563
1,277,250,2.5563
1,278,249,2.57086
1,279,249,2.57086
1,280,248,2.58546
1,281,248,2.58546
1,282,247,2.60008
1,283,247,2.60008
1,284,248,2.58546
1,285,248,2.58546
1,286,248,2.58546
1,287,248,2.58546
1,288,249,2.57086
1,289,249,2.57086
1,290,249,2.57086
1,291,249,2.57086
1,292,249,2.57086
1,293,249,2.57086
1,294,249,2.57086
1,295,249,2.57086
1,296,249,2.57086
1,297,249,2.57086
1,298,248,2.58546
1,299,248,2.58546
1,300,248,2.58546
1,301,249,2.57086
1,302,249,2.57086
1,303,249,2.57086
1,304,249,2.57086
1,305,249,2.57086
1,306,250,2.5563
1,307,251,2.54178
1,308,251,2.54178
1,309,252,2.52729
1,310,252,2.52729
1,311,253,2.51283
1,312,253,2.51283
1,313,253,2.51283
1,314,254,2.49841
1,315,254,2.49841
1,316,257,2.45535
1,317,258,2.44106
1,318,259,2.42681
1,319,259,2.42681
1,320,259,2.42681
1,321,260,2.41258
1,322,260,2.41258
1,323,261,2.39839
1,324,262,2.38423
1,325,263,2.37011
1,326,264,2.35601
1,327,264,2.35601
1,328,264,2.35601
1,329,264,2.35601
1,330,263,2.37011
1,331,264,2.35601
1,332,263,2.37011
1,333,263,2.37011
1,334,263,2.37011
1,335,263,2.37011
1,336,263,2.37011
1,337,263,2.37011
1,338,263,2.37011
1,339,263,2.37011
1,340,263,2.37011
1,341,263,2.37011
1,342,263,2.37011
1,343,263,2.37011
1,344,264,2.35601
1,345,264,2.35601
1,346,264,2.35601
1,347,263,2.37011
1,348,263,2.37011
1,349,262,2.38423
1,350,262,2.38423
1,351,262,2.38423
1,352,262,2.38423
1,353,262,2.38423
1,354,261,2.39839
1,355,261,2.39839
1,356,261,2.39839
1,357,261,2.39839
1,358,261,2.39839
1,359,262,2.38423
1,360,262,2.38423
1,361,262,2.38423
1,362,262,2.38423
1,363,262,2.38423
1,364,262,2.38423
1,365,262,2.38423
1,366,261,2.39839
1,367,261,2.39839
1,368,261,2.39839
1,369,261,2.39839
1,370,261,2.39839
1,371,260,2.41258
