x_pixel,y_pixel,distance_cm
0,381,1.79957
1,381,1.79957
2,381,1.79957
3,381,1.79957
4,381,1.79957
5,381,1.79957
6,381,1.79957
7,381,1.79957
8,381,1.79957
9,381,1.79957
10,381,1.79957
11,381,1.79957
12,380,1.81356
13,380,1.81356
14,380,1.81356
15,380,1.81356
16,380,1.81356
17,380,1.81356
18,380,1.81356
19,380,1.81356
20,380,1.81356
21,380,1.81356
22,379,1.82757
23,379,1.82757
24,379,1.82757
25,379,1.82757
26,379,1.82757
27,379,1.82757
28,379,1.82757
29,379,1.82757
30,379,1.82757
31,379,1.82757
32,379,1.82757
33,378,1.84161
34,378,1.84161
35,378,1.84161
36,378,1.84161
37,378,1.84161
38,378,1.84161
39,378,1.84161
40,378,1.84161
41,378,1.84161
42,378,1.84161
43,378,1.84161
44,378,1.84161
45,377,1.85567
46,377,1.85567
47,377,1.85567
48,377,1.85567
49,377,1.85567
50,377,1.85567
51,377,1.85567
52,377,1.85567
53,377,1.85567
54,377,1.85567
55,377,1.85567
56,377,1.85567
57,377,1.85567
58,377,1.85567
59,377,1.85567
60,377,1.85567
61,377,1.85567
62,377,1.85567
63,377,1.85567
64,377,1.85567
65,377,1.85567
66,377,1.85567
67,377,1.85567
68,377,1.85567
69,377,1.85567
70,377,1.85567
71,377,1.85567
72,377,1.85567
73,376,1.86975
74,376,1.86975
75,376,1.86975
76,376,1.86975
77,376,1.86975
78,376,1.86975
79,376,1.86975
80,376,1.86975
81,376,1.86975
82,376,1.86975
83,376,1.86975
84,376,1.86975
85,376,1.86975
86,376,1.86975
87,376,1.86975
88,376,1.86975
89,376,1.86975
90,376,1.86975
91,376,1.86975
92,376,1.86975
93,376,1.86975
94,376,1.86975
95,376,1.86975
96,376,1.86975
97,376,1.86975
98,376,1.86975
99,376,1.86975
100,376,1.86975
101,376,1.86975
102,376,1.86975
103,376,1.86975
104,376,1.86975
105,376,1.86975
106,376,1.86975
107,376,1.86975
108,376,1.86975
109,376,1.86975
110,376,1.86975
111,376,1.86975
112,376,1.86975
113,376,1.86975
114,376,1.86975
115,376,1.86975
116,376,1.86975
117,376,1.86975
118,376,1.86975
119,376,1.86975
120,376,1.86975
121,376,1.86975
122,376,1.86975
123,376,1.86975
124,376,1.86975
125,376,1.86975
126,376,1.86975
127,376,1.86975
128,376,1.86975
129,376,1.86975
130,376,1.86975
131,376,1.86975
132,376,1.86975
133,375,1.88386
134,375,1.88386
135,375,1.88386
136,375,1.88386
137,376,1.86975
138,375,1.88386
139,375,1.88386
140,375,1.88386
141,375,1.88386
142,375,1.88386
143,375,1.88386
144,375,1.88386
145,375,1.88386
146,375,1.88386
147,375,1.88386
148,375,1.88386
149,375,1.88386
150,375,1.88386
151,375,1.88386
152,375,1.88386
153,375,1.88386
154,375,1.88386
155,375,1.88386
156,375,1.88386
157,375,1.88386
158,375,1.88386
159,375,1.88386
160,375,1.88386
161,375,1.88386
162,375,1.88386
163,375,1.88386
164,375,1.88386
165,375,1.88386
166,375,1.88386
167,375,1.88386
168,375,1.88386
169,375,1.88386
170,375,1.88386
171,375,1.88386
172,375,1.88386
173,375,1.88386
174,375,1.88386
175,375,1.88386
176,375,1.88386
177,375,1.88386
178,375,1.88386
179,375,1.88386
180,375,1.88386
181,375,1.88386
182,375,1.88386
183,375,1.88386
184,375,1.88386
185,375,1.88386
186,375,1.88386
187,375,1.88386
188,375,1.88386
189,375,1.88386
190,375,1.88386
191,375,1.88386
192,375,1.88386
193,375,1.88386
194,375,1.88386
195,375,1.88386
196,375,1.88386
197,375,1.88386
198,375,1.88386
199,375,1.88386
200,375,1.88386
201,375,1.88386
202,375,1.88386
203,375,1.88386
204,375,1.88386
205,375,1.88386
206,375,1.88386
207,375,1.88386
208,375,1.88386
209,375,1.88386
210,375,1.88386
211,375,1.88386
212,375,1.88386
213,375,1.88386
214,375,1.88386
215,375,1.88386
216,375,1.88386
217,375,1.88386
218,375,1.88386
219,375,1.88386
220,375,1.88386
221,375,1.88386
222,375,1.88386
223,375,1.88386
224,375,1.88386
225,375,1.88386
226,375,1.88386
227,375,1.88386
228,375,1.88386
229,375,1.88386
230,375,1.88386
231,374,1.89799
232,374,1.89799
233,374,1.89799
234,374,1.89799
235,374,1.89799
236,374,1.89799
237,374,1.89799
238,374,1.89799
239,374,1.89799
240,374,1.89799
241,374,1.89799
242,374,1.89799
243,374,1.89799
244,374,1.89799
245,374,1.89799
246,374,1.89799
247,374,1.89799
248,374,1.89799
249,374,1.89799
250,374,1.89799
251,374,1.89799
252,374,1.89799
253,374,1.89799
254,374,1.89799
255,374,1.89799
256,374,1.89799
257,374,1.89799
258,374,1.89799
259,374,1.89799
260,375,1.88386
261,375,1.88386
262,375,1.88386
263,374,1.89799
264,374,1.89799
265,374,1.89799
266,374,1.89799
267,374,1.89799
268,374,1.89799
269,374,1.89799
270,374,1.89799
271,374,1.89799
272,374,1.89799
273,374,1.89799
274,374,1.89799
275,374,1.89799
276,374,1.89799
277,374,1.89799
278,374,1.89799
279,374,1.89799
280,374,1.89799
281,374,1.89799
282,374,1.89799
283,374,1.89799
284,374,1.89799
285,374,1.89799
286,374,1.89799
287,374,1.89799
288,374,1.89799
289,374,1.89799
290,374,1.89799
291,374,1.89799
292,374,1.89799
293,374,1.89799
294,374,1.89799
295,374,1.89799
296,374,1.89799
297,374,1.89799
298,374,1.89799
299,374,1.89799
300,374,1.89799
301,374,1.89799
302,374,1.89799
303,374,1.89799
304,374,1.89799
305,374,1.89799
306,374,1.89799
307,374,1.89799
308,374,1.89799
309,374,1.89799
310,374,1.89799
311,374,1.89799
312,374,1.89799
313,373,1.91215
314,373,1.91215
315,373,1.91215
316,373,1.91215
317,373,1.91215
318,373,1.91215
319,373,1.91215
320,373,1.91215
321,373,1.91215
322,373,1.91215
323,373,1.91215
324,373,1.91215
325,373,1.91215
326,373,1.91215
327,373,1.91215
328,373,1.91215
329,373,1.91215
330,373,1.91215
331,373,1.91215
332,373,1.91215
333,373,1.91215
334,373,1.91215
335,373,1.91215
336,373,1.91215
337,373,1.91215
338,373,1.91215
339,373,1.91215
340,373,1.91215
341,373,1.91215
342,373,1.91215
343,373,1.91215
344,373,1.91215
345,373,1.91215
346,373,1.91215
347,373,1.91215
348,373,1.91215
349,373,1.91215
350,373,1.91215
351,373,1.91215
352,373,1.91215
353,374,1.89799
354,374,1.89799
355,374,1.89799
356,374,1.89799
357,374,1.89799
358,374,1.89799
359,374,1.89799
360,374,1.89799
361,374,1.89799
362,374,1.89799
363,374,1.89799
364,374,1.89799
365,373,1.91215
366,373,1.91215
367,373,1.91215
368,374,1.89799
369,374,1.89799
370,374,1.89799
371,374,1.89799
372,374,1.89799
373,374,1.89799
374,374,1.89799
375,374,1.89799
376,374,1.89799
377,374,1.89799
378,374,1.89799
379,374,1.89799
380,374,1.89799
381,374,1.89799
382,374,1.89799
383,374,1.89799
384,374,1.89799
385,374,1.89799
386,374,1.89799
387,374,1.89799
388,374,1.89799
389,374,1.89799
390,374,1.89799
391,374,1.89799
392,374,1.89799
393,374,1.89799
394,374,1.89799
395,374,1.89799
396,374,1.89799
397,373,1.91215
398,373,1.91215
399,374,1.89799
400,374,1.89799
401,374,1.89799
402,374,1.89799
403,374,1.89799
404,374,1.89799
405,374,1.89799
406,374,1.89799
407,374,1.89799
408,374,1.89799
409,374,1.89799
410,374,1.89799
411,374,1.89799
412,374,1.89799
413,374,1.89799
414,374,1.89799
415,374,1.89799
416,374,1.89799
417,374,1.89799
418,374,1.89799
419,374,1.89799
420,374,1.89799
421,374,1.89799
422,374,1.89799
423,374,1.89799
424,374,1.89799
425,374,1.89799
426,374,1.89799
427,374,1.89799
428,374,1.89799
