laser_id,x_pixel,y_pixel,distance_cm
1,118,181,3.65924
1,119,182,3.64153
1,120,183,3.62388
1,121,183,3.62388
1,122,184,3.60628
1,123,185,3.58875
1,124,185,3.58875
1,125,186,3.57128
1,126,186,3.57128
1,127,187,3.55387
1,128,187,3.55387
1,129,188,3.53652
1,130,188,3.53652
1,131,189,3.51923
1,132,190,3.502
1,133,190,3.502
1,134,190,3.502
1,135,190,3.502
1,136,191,3.48482
1,137,191,3.48482
1,138,191,3.48482
1,139,191,3.48482
1,140,191,3.48482
1,141,191,3.48482
1,142,192,3.4677
1,143,192,3.4677
1,144,193,3.45064
1,145,193,3.45064
1,146,193,3.45064
1,147,194,3.43363
1,148,194,3.43363
1,149,194,3.43363
1,150,194,3.43363
1,151,194,3.43363
1,152,195,3.41667
1,153,195,3.41667
1,154,196,3.39978
1,155,197,3.38293
1,156,197,3.38293
1,157,197,3.38293
1,158,198,3.36614
1,159,198,3.36614
1,160,198,3.36614
1,161,199,3.3494
1,162,199,3.3494
1,163,198,3.36614
1,164,198,3.36614
1,165,198,3.36614
1,166,198,3.36614
1,167,198,3.36614
1,168,198,3.36614
1,169,198,3.36614
1,170,197,3.38293
1,171,197,3.38293
1,172,197,3.38293
1,173,197,3.38293
1,174,198,3.36614
1,175,198,3.36614
1,176,198,3.36614
1,177,198,3.36614
1,178,198,3.36614
1,179,198,3.36614
1,180,198,3.36614
1,181,198,3.36614
1,182,198,3.36614
1,183,199,3.3494
1,184,199,3.3494
1,185,200,3.33272
1,186,201,3.31608
1,187,202,3.2995
1,188,203,3.28297
1,189,203,3.28297
1,190,207,3.21735
1,191,208,3.20107
1,192,208,3.20107
1,193,209,3.18483
1,194,209,3.18483
1,195,209,3.18483
1,196,210,3.16865
1,197,210,3.16865
1,198,211,3.15251
1,199,211,3.15251
1,200,211,3.15251
1,201,212,3.13642
1,202,212,3.13642
1,203,213,3.12038
1,204,213,3.12038
1,205,214,3.10438
1,206,214,3.10438
1,207,214,3.10438
1,208,215,3.08843
1,209,215,3.08843
1,210,215,3.08843
1,211,216,3.07252
1,212,216,3.07252
1,213,216,3.07252
1,214,217,3.05666
1,215,217,3.05666
1,216,217,3.05666
1,217,218,3.04084
1,218,218,3.04084
1,219,218,3.04084
1,220,218,3.04084
1,221,219,3.02507
1,222,219,3.02507
1,223,219,3.02507
1,224,220,3.00934
1,225,220,3.00934
1,226,220,3.00934
1,227,221,2.99366
1,228,221,2.99366
1,229,221,2.99366
1,230,221,2.99366
1,231,221,2.99366
1,232,221,2.99366
1,233,221,2.99366
1,234,221,2.99366
1,235,221,2.99366
1,236,221,2.99366
1,237,221,2.99366
1,238,221,2.99366
1,239,221,2.99366
1,240,221,2.99366
1,241,221,2.99366
1,242,221,2.99366
1,243,221,2.99366
1,244,221,2.99366
1,245,221,2.99366
1,246,221,2.99366
1,247,221,2.99366
1,248,221,2.99366
1,249,221,2.99366
1,250,221,2.99366
1,251,221,2.99366
1,252,222,2.97802
1,253,222,2.97802
1,254,222,2.97802
1,255,222,2.97802
1,256,222,2.97802
1,257,222,2.97802
1,258,223,2.96242
1,259,223,2.96242
1,260,223,2.96242
1,261,223,2.96242
1,262,223,2.96242
1,263,223,2.96242
1,264,223,2.96242
1,265,223,2.96242
1,266,223,2.96242
1,267,223,2.96242
1,268,223,2.96242
1,269,223,2.96242
1,270,223,2.96242
1,271,223,2.96242
1,272,224,2.94686
1,273,224,2.94686
1,274,224,2.94686
1,275,224,2.94686
1,276,224,2.94686
1,277,224,2.94686
1,278,224,2.94686
1,279,224,2.94686
1,280,224,2.94686
1,281,223,2.96242
1,282,223,2.96242
1,283,223,2.96242
1,284,223,2.96242
1,285,223,2.96242
1,286,223,2.96242
1,287,223,2.96242
1,288,222,2.97802
1,289,222,2.97802
1,290,223,2.96242
1,291,223,2.96242
1,292,225,2.93135
1,293,225,2.93135
1,294,226,2.91588
1,295,226,2.91588
1,296,226,2.91588
1,297,227,2.90045
1,298,227,2.90045
1,299,227,2.90045
1,300,227,2.90045
1,301,227,2.90045
1,302,227,2.90045
1,303,226,2.91588
1,304,226,2.91588
1,305,226,2.91588
1,306,225,2.93135
1,307,224,2.94686
1,308,224,2.94686
1,309,224,2.94686
1,310,223,2.96242
1,311,223,2.96242
1,312,223,2.96242
1,313,223,2.96242
1,314,223,2.96242
1,315,223,2.96242
1,316,223,2.96242
1,317,223,2.96242
1,318,222,2.97802
1,319,222,2.97802
1,320,222,2.97802
1,321,221,2.99366
1,322,221,2.99366
1,323,221,2.99366
1,324,221,2.99366
1,325,221,2.99366
1,326,221,2.99366
1,327,221,2.99366
1,328,221,2.99366
1,329,220,3.00934
1,330,220,3.00934
1,331,220,3.00934
1,332,220,3.00934
1,333,220,3.00934
1,334,220,3.00934
1,335,221,2.99366
1,336,221,2.99366
1,337,221,2.99366
1,338,221,2.99366
1,339,221,2.99366
1,340,221,2.99366
1,341,221,2.99366
1,342,221,2.99366
1,343,221,2.99366
1,344,222,2.97802
1,345,222,2.97802
1,346,222,2.97802
1,347,222,2.97802
1,348,222,2.97802
1,349,222,2.97802
1,350,222,2.97802
1,351,222,2.97802
1,352,222,2.97802
1,353,221,2.99366
1,354,221,2.99366
1,355,220,3.00934
1,356,220,3.00934
1,357,220,3.00934
1,358,219,3.02507
1,359,218,3.04084
1,360,218,3.04084
1,361,218,3.04084
1,362,218,3.04084
1,363,218,3.04084
1,364,218,3.04084
1,365,218,3.04084
1,366,218,3.04084
1,367,218,3.04084
1,368,218,3.04084
1,369,218,3.04084
