laser_id,x_pixel,y_pixel,distance_cm
1,116,242,31.8723
1,117,242,31.8723
1,118,242,31.8723
1,119,242,31.8723
1,120,243,31.7639
1,121,243,31.7639
1,122,244,31.6557
1,123,244,31.6557
1,124,245,31.5478
1,125,246,31.44
1,126,246,31.44
1,127,247,31.3324
1,128,247,31.3324
1,129,247,31.3324
1,130,248,31.2251
1,131,248,31.2251
1,132,248,31.2251
1,133,248,31.2251
1,134,248,31.2251
1,135,248,31.2251
1,136,248,31.2251
1,137,249,31.1179
1,138,249,31.1179
1,139,249,31.1179
1,140,250,31.0109
1,141,251,30.9042
1,142,251,30.9042
1,143,251,30.9042
1,144,251,30.9042
1,145,251,30.9042
1,146,251,30.9042
1,147,251,30.9042
1,148,251,30.9042
1,149,251,30.9042
1,150,251,30.9042
1,151,251,30.9042
1,152,251,30.9042
1,153,251,30.9042
1,154,251,30.9042
1,155,251,30.9042
1,156,251,30.9042
1,157,250,31.0109
1,158,250,31.0109
1,159,250,31.0109
1,160,249,31.1179
1,161,249,31.1179
1,162,249,31.1179
1,163,249,31.1179
1,164,249,31.1179
1,165,248,31.2251
1,166,248,31.2251
1,167,248,31.2251
1,168,248,31.2251
1,169,247,31.3324
1,170,246,31.44
1,171,246,31.44
1,172,244,31.6557
1,173,244,31.6557
1,174,244,31.6557
1,175,244,31.6557
1,176,244,31.6557
1,177,244,31.6557
1,178,245,31.5478
1,179,245,31.5478
1,180,246,31.44
1,181,247,31.3324
1,182,247,31.3324
1,183,248,31.2251
1,184,248,31.2251
1,185,248,31.2251
1,186,248,31.2251
1,187,249,31.1179
1,188,249,31.1179
1,189,249,31.1179
1,190,249,31.1179
1,191,248,31.2251
1,192,247,31.3324
1,193,247,31.3324
1,194,247,31.3324
1,195,247,31.3324
1,196,247,31.3324
1,197,247,31.3324
1,198,246,31.44
1,199,246,31.44
1,200,246,31.44
1,201,246,31.44
1,202,246,31.44
1,203,245,31.5478
1,204,245,31.5478
1,205,245,31.5478
1,206,245,31.5478
1,207,245,31.5478
1,208,245,31.5478
1,209,245,31.5478
1,210,245,31.5478
1,211,245,31.5478
1,212,245,31.5478
1,213,245,31.5478
1,214,245,31.5478
1,215,245,31.5478
1,216,244,31.6557
1,217,244,31.6557
1,218,243,31.7639
1,219,243,31.7639
1,220,243,31.7639
1,221,242,31.8723
1,222,242,31.8723
1,223,242,31.8723
1,224,243,31.7639
1,225,243,31.7639
1,226,243,31.7639
1,227,243,31.7639
1,228,243,31.7639
1,229,244,31.6557
1,230,245,31.5478
1,231,246,31.44
1,232,246,31.44
1,233,246,31.44
1,234,246,31.44
1,235,246,31.44
1,236,246,31.44
1,237,249,31.1179
1,238,251,30.9042
1,239,251,30.9042
1,240,251,30.9042
1,241,252,30.7976
1,242,252,30.7976
1,243,252,30.7976
1,244,252,30.7976
1,245,252,30.7976
1,246,252,30.7976
1,247,252,30.7976
1,248,253,30.6913
1,249,253,30.6913
1,250,253,30.6913
1,251,257,30.2679
1,252,258,30.1626
1,253,259,30.0574
1,254,260,29.9524
1,255,263,29.6387
1,256,264,29.5345
1,257,264,29.5345
1,258,264,29.5345
1,259,264,29.5345
1,260,265,29.4306
1,261,266,29.3268
1,262,267,29.2231
1,263,268,29.1197
1,264,268,29.1197
1,265,268,29.1197
1,266,269,29.0165
1,267,269,29.0165
1,268,269,29.0165
1,269,268,29.1197
1,270,268,29.1197
1,271,267,29.2231
1,272,266,29.3268
1,273,266,29.3268
1,274,265,29.4306
1,275,265,29.4306
1,276,266,29.3268
1,277,266,29.3268
1,278,266,29.3268
1,279,267,29.2231
1,280,267,29.2231
1,281,267,29.2231
1,282,267,29.2231
1,283,267,29.2231
1,284,267,29.2231
1,285,267,29.2231
1,286,268,29.1197
1,287,268,29.1197
1,288,268,29.1197
1,289,268,29.1197
1,290,267,29.2231
1,291,267,29.2231
1,292,267,29.2231
1,293,266,29.3268
1,294,266,29.3268
1,295,266,29.3268
1,296,266,29.3268
1,297,267,29.2231
1,298,268,29.1197
1,299,270,28.9135
1,300,270,28.9135
1,301,270,28.9135
1,302,271,28.8106
1,303,271,28.8106
1,304,271,28.8106
1,305,271,28.8106
1,306,271,28.8106
1,307,271,28.8106
1,308,271,28.8106
1,309,271,28.8106
1,310,271,28.8106
1,311,271,28.8106
1,312,271,28.8106
1,313,271,28.8106
1,314,270,28.9135
1,315,269,29.0165
1,316,269,29.0165
1,317,268,29.1197
1,318,268,29.1197
1,319,268,29.1197
1,320,268,29.1197
1,321,267,29.2231
1,322,267,29.2231
1,323,267,29.2231
1,324,267,29.2231
1,325,267,29.2231
1,326,267,29.2231
1,327,266,29.3268
1,328,266,29.3268
1,329,266,29.3268
1,330,266,29.3268
1,331,266,29.3268
1,332,266,29.3268
1,333,266,29.3268
1,334,266,29.3268
1,335,267,29.2231
1,336,267,29.2231
1,337,267,29.2231
1,338,268,29.1197
1,339,268,29.1197
1,340,269,29.0165
1,341,269,29.0165
1,342,269,29.0165
1,343,269,29.0165
1,344,269,29.0165
1,345,269,29.0165
1,346,270,28.9135
1,347,270,28.9135
1,348,270,28.9135
1,349,271,28.8106
1,350,271,28.8106
1,351,271,28.8106
1,352,271,28.8106
1,353,270,28.9135
1,354,270,28.9135
1,355,270,28.9135
1,356,270,28.9135
1,357,270,28.9135
1,358,270,28.9135
1,359,270,28.9135
1,360,270,28.9135
1,361,270,28.9135
1,362,270,28.9135
1,363,270,28.9135
1,364,270,28.9135
1,365,270,28.9135
1,366,270,28.9135
1,367,270,28.9135
1,368,270,28.9135
1,369,270,28.9135
1,370,269,29.0165
1,371,269,29.0165
1,372,269,29.0165
1,373,269,29.0165
1,374,269,29.0165
1,375,269,29.0165
1,376,268,29.1197
1,377,268,29.1197
1,378,268,29.1197
1,379,267,29.2231
1,380,267,29.2231
1,381,267,29.2231
1,382,266,29.3268
1,383,266,29.3268
1,384,266,29.3268
1,385,266,29.3268
1,386,266,29.3268
1,387,266,29.3268
1,388,266,29.3268
1,389,266,29.3268
1,390,266,29.3268
1,391,265,29.4306
1,392,265,29.4306
1,393,264,29.5345
1,394,264,29.5345
1,395,263,29.6387
1,396,263,29.6387
1,397,262,29.7431
1,398,261,29.8477
