laser_id,x_pixel,y_pixel,distance_cm,baseline_distance,seam_signal
1,111,269,55.7635,52.6987,3.0649
1,112,270,55.6781,52.5798,3.0983
1,113,270,55.6140,52.4455,3.1685
1,114,271,55.5434,52.3037,3.2397
1,115,272,55.4684,52.1623,3.3060
1,116,273,55.3902,52.0102,3.3800
1,117,274,55.2534,51.8430,3.4104
1,118,274,55.1172,51.6647,3.4525
1,119,275,54.9811,51.4795,3.5016
1,120,276,54.8457,51.2952,3.5505
1,121,277,54.7274,51.1040,3.6235
1,122,277,54.6098,50.9060,3.7038
1,123,278,54.5092,50.7012,3.8079
1,124,278,54.3921,50.4983,3.8938
1,125,279,54.2756,50.2815,3.9940
1,126,279,54.1596,50.0547,4.1049
1,127,280,54.0604,49.8214,4.2391
1,128,280,53.9450,49.6112,4.3338
1,129,281,53.8463,49.4016,4.4447
1,130,282,53.7314,49.1999,4.5315
1,131,283,53.6332,49.0135,4.6198
1,132,283,53.5189,48.8496,4.6693
1,133,284,53.4211,48.6937,4.7274
1,134,284,53.3073,48.5420,4.7653
1,135,285,53.2100,48.3907,4.8194
1,136,285,53.1451,48.2615,4.8836
1,137,286,53.0966,48.1400,4.9566
1,138,286,53.0481,48.0296,5.0185
1,139,287,53.0158,47.9337,5.0821
1,140,287,52.9835,47.8702,5.1133
1,141,286,52.9674,47.8139,5.1535
1,142,286,52.9353,47.7613,5.1740
1,143,286,52.9192,47.7086,5.2106
1,144,286,52.9032,47.6562,5.2470
1,145,286,52.9032,47.5969,5.3063
1,146,286,52.9192,47.5341,5.3851
1,147,287,52.9192,47.4713,5.4479
1,148,287,52.9192,47.4191,5.5001
1,149,287,52.9192,47.3670,5.5522
1,150,287,52.9192,47.3150,5.6042
1,151,286,52.9192,47.2630,5.6562
1,152,286,52.9353,47.2215,5.7138
1,153,286,52.9675,47.1731,5.7943
1,154,286,52.9835,47.1213,5.8622
1,155,286,52.9995,47.0695,5.9300
1,156,286,53.0156,47.0282,5.9874
1,157,285,53.0156,46.9800,6.0356
1,158,285,53.0156,46.9319,6.0837
1,159,286,53.0317,46.8907,6.1410
1,160,286,53.0478,46.8598,6.1879
1,161,286,53.0800,46.8290,6.2511
1,162,286,53.1123,46.7947,6.3176
1,163,286,53.1123,46.7537,6.3586
1,164,285,53.0962,46.7230,6.3732
1,165,285,53.0962,46.6855,6.4107
1,166,284,53.0802,46.6446,6.4356
1,167,284,53.0482,46.6037,6.4445
1,168,285,53.0003,46.5731,6.4272
1,169,286,52.9367,46.5425,6.3941
1,170,286,52.8255,46.5085,6.3169
1,171,287,52.6987,46.4678,6.2309
1,172,288,52.5402,46.4373,6.1028
1,173,289,52.3508,46.4068,5.9440
1,174,290,52.1623,46.3764,5.7860
1,175,292,51.9595,46.3459,5.6136
1,176,293,51.7265,46.3154,5.4111
1,177,294,51.4795,46.2917,5.1878
1,178,296,51.2337,46.2681,4.9656
1,179,297,50.9742,46.2377,4.7365
1,180,299,50.7012,46.2175,4.4838
1,181,301,50.4306,46.1973,4.2333
1,182,303,50.1325,46.1737,3.9587
1,183,304,49.8214,46.1435,3.6779
1,184,306,49.5411,46.1132,3.4279
1,185,308,49.2621,46.0897,3.1724
1,186,310,49.0135,46.0662,2.9472
1,187,313,48.7950,46.0361,2.7589
1,188,315,48.5924,46.0060,2.5865
1,189,315,48.3907,45.9758,2.4148
1,190,316,48.2184,45.9457,2.2727
1,191,316,48.0615,45.9156,2.1460
1,192,316,47.9337,45.8754,2.0583
1,193,317,47.8490,45.8486,2.0003
1,194,318,47.7788,45.8219,1.9569
1,195,318,47.7086,45.7819,1.9268
1,196,319,47.6387,45.7685,1.8702
1,197,319,47.5550,45.7552,1.7999
1,198,319,47.4713,45.7551,1.7162
1,199,320,47.4017,45.7551,1.6466
1,200,320,47.3324,45.7551,1.5773
1,201,321,47.2630,45.7551,1.5079
1,202,322,47.2077,45.7551,1.4526
1,203,322,47.1386,45.7551,1.3835
1,204,322,47.0695,45.7551,1.3144
1,205,323,47.0144,45.7551,1.2593
1,206,323,46.9456,45.7551,1.1905
1,207,323,46.8907,45.7551,1.1355
1,208,324,46.8495,45.7551,1.0944
1,209,324,46.8084,45.7551,1.0533
1,210,324,46.7537,45.7551,0.9986
1,211,325,46.7127,45.7551,0.9576
1,212,325,46.6582,45.7551,0.9031
1,213,325,46.6037,45.7551,0.8486
1,214,325,46.5629,45.7551,0.8078
1,215,326,46.5221,45.7551,0.7670
1,216,326,46.4678,45.7551,0.7127
1,217,327,46.4272,45.7551,0.6721
1,218,327,46.3865,45.7551,0.6314
1,219,327,46.3459,45.7551,0.5908
1,220,327,46.3052,45.7551,0.5501
1,221,328,46.2782,45.7551,0.5231
1,222,328,46.2377,45.7551,0.4826
1,223,328,46.2108,45.7551,0.4556
1,224,328,46.1838,45.7551,0.4287
1,225,328,46.1435,45.7551,0.3884
1,226,328,46.1031,45.7551,0.3480
1,227,329,46.0763,45.7551,0.3212
1,228,329,46.0361,45.7551,0.2810
1,229,329,45.9959,45.7551,0.2408
1,230,330,45.9557,45.7551,0.2006
1,231,330,45.9156,45.7551,0.1604
1,232,330,45.8754,45.7551,0.1203
1,233,331,45.8486,45.7551,0.0935
1,234,331,45.8219,45.7551,0.0668
1,235,331,45.7819,45.7551,0.0267
1,236,331,45.7685,45.7551,0.0134
1,237,331,45.7552,45.7551,0.0001
1,238,331,45.7418,45.7551,-0.0133
1,239,331,45.7418,45.7551,-0.0133
1,240,332,45.7418,45.7551,-0.0133
1,241,331,45.7418,45.7551,-0.0133
1,242,331,45.7418,45.7551,-0.0133
1,243,331,45.7418,45.7551,-0.0133
1,244,331,45.7418,45.7551,-0.0133
1,245,331,45.7418,45.7551,-0.0133
1,246,331,45.7551,45.7551,0.0000
1,247,331,45.7551,45.7551,0.0000
1,248,331,45.7551,45.7551,0.0000
1,249,331,45.7551,45.7551,0.0000
1,250,331,45.7418,45.7551,-0.0133
1,251,331,45.7285,45.7551,-0.0266
1,252,331,45.7152,45.7551,-0.0399
1,253,331,45.7019,45.7551,-0.0532
1,254,331,45.7019,45.7551,-0.0532
1,255,332,45.7019,45.7551,-0.0532
1,256,332,45.7019,45.7551,-0.0532
1,257,332,45.7019,45.7551,-0.0532
1,258,332,45.7019,45.7551,-0.0532
1,259,331,45.7019,45.7551,-0.0532
1,260,331,45.7019,45.7551,-0.0532
1,261,331,45.7152,45.7551,-0.0399
1,262,331,45.7285,45.7551,-0.0266
1,263,331,45.7418,45.7551,-0.0133
1,264,331,45.7551,45.7551,0.0000
1,265,331,45.7551,45.7551,0.0000
1,266,331,45.7551,45.7551,0.0000
1,267,331,45.7551,45.7551,0.0000
1,268,331,45.7551,45.7551,0.0000
1,269,331,45.7551,45.7551,0.0000
1,270,331,45.7551,45.7551,0.0000
1,271,331,45.7551,45.7551,0.0000
1,272,331,45.7551,45.7551,0.0000
1,273,331,45.7551,45.7551,0.0000
1,274,331,45.7551,45.7551,0.0000
1,275,331,45.7551,45.7551,0.0000
1,276,331,45.7551,45.7551,0.0000
1,277,331,45.7551,45.7551,0.0000
1,278,331,45.7551,45.7551,0.0000
1,279,331,45.7551,45.7551,0.0000
1,280,331,45.7551,45.7551,0.0000
1,281,331,45.7551,45.7551,0.0000
1,282,331,45.7418,45.7551,-0.0133
1,283,331,45.7285,45.7551,-0.0266
1,284,331,45.7152,45.7551,-0.0399
1,285,331,45.7019,45.7551,-0.0532
1,286,331,45.6886,45.7551,-0.0665
1,287,332,45.6754,45.7551,-0.0798
1,288,332,45.6754,45.7551,-0.0798
1,289,332,45.6754,45.7551,-0.0798
1,290,332,45.6887,45.7551,-0.0664
1,291,332,45.7020,45.7551,-0.0531
1,292,332,45.7154,45.7551,-0.0397
1,293,331,45.7420,45.7551,-0.0131
1,294,331,45.7687,45.7551,0.0135
1,295,330,45.8087,45.7551,0.0536
1,296,330,45.8487,45.7551,0.0936
1,297,330,45.8888,45.7551,0.1336
1,298,330,45.9288,45.7551,0.1737
1,299,330,45.9555,45.7551,0.2004
1,300,329,45.9823,45.7551,0.2272
1,301,329,45.9823,45.7551,0.2272
1,302,329,45.9957,45.7551,0.2406
1,303,329,46.0091,45.7551,0.2539
1,304,329,46.0359,45.7551,0.2808
1,305,329,46.0627,45.7551,0.3076
1,306,330,46.0897,45.7551,0.3346
1,307,329,46.1166,45.7551,0.3615
1,308,329,46.1571,45.7551,0.4020
1,309,328,46.2112,45.7551,0.4561
1,310,328,46.2653,45.7551,0.5102
1,311,327,46.3194,45.7551,0.5643
1,312,327,46.4005,45.7551,0.6454
1,313,326,46.4683,45.7551,0.7132
1,314,325,46.5360,45.7551,0.7809
1,315,325,46.5903,45.7551,0.8352
1,316,325,46.6446,45.7551,0.8895
1,317,324,46.6991,45.7551,0.9440
1,318,324,46.7536,45.7551,0.9985
1,319,324,46.7946,45.7551,1.0395
1,320,324,46.8083,45.7551,1.0531
1,321,324,46.8219,45.7551,1.0668
1,322,323,46.8356,45.7551,1.0804
1,323,323,46.8219,45.7551,1.0668
1,324,323,46.8083,45.7551,1.0531
1,325,324,46.7946,45.7551,1.0395
1,326,324,46.7809,45.7551,1.0258
1,327,324,46.7809,45.7551,1.0258
1,328,325,46.7809,45.7551,1.0258
1,329,325,46.7947,45.7551,1.0396
1,330,325,46.8085,45.7551,1.0534
1,331,325,46.8359,45.7551,1.0808
1,332,324,46.8496,45.7551,1.0945
1,333,323,46.8633,45.7551,1.1082
1,334,322,46.8907,45.7687,1.1220
1,335,322,46.9044,45.8087,1.0957
1,336,322,46.9180,45.8487,1.0693
1,337,323,46.9317,45.8888,1.0429
1,338,323,46.9317,45.9288,1.0029
1,339,323,46.9180,45.9555,0.9624
1,340,324,46.8768,45.9823,0.8946
1,341,324,46.8357,45.9823,0.8534
1,342,324,46.7946,45.9957,0.7989
1,343,324,46.7536,46.0091,0.7446
1,344,324,46.7127,46.0359,0.6768
1,345,325,46.6717,46.0627,0.6090
1,346,325,46.6445,46.0897,0.5548
1,347,325,46.6172,46.1166,0.5006
1,348,326,46.5900,46.1571,0.4328
1,349,326,46.5627,46.2112,0.3515
1,350,326,46.5355,46.2653,0.2701
1,351,326,46.5219,46.2916,0.2302
1,352,326,46.4947,46.2916,0.2031
1,353,326,46.4676,46.2916,0.1759
1,354,326,46.4540,46.2916,0.1624
1,355,326,46.4405,46.2916,0.1488
1,356,326,46.4269,46.3051,0.1218
1,357,327,46.4134,46.3052,0.1082
1,358,327,46.3998,46.3186,0.0812
1,359,327,46.3863,46.3187,0.0675
1,360,327,46.3727,46.3194,0.0533
1,361,327,46.3592,46.3321,0.0270
1,362,327,46.3456,46.3323,0.0133
1,363,327,46.3321,46.3456,-0.0135
1,364,327,46.3186,46.3592,-0.0405
1,365,327,46.3051,46.3593,-0.0542
1,366,327,46.2916,46.3727,-0.0811
1,367,327,46.2916,46.3863,-0.0946
1,368,328,46.2916,46.3864,-0.0947
1,369,328,46.2916,46.3998,-0.1082
1,370,328,46.2916,46.4005,-0.1089
1,371,328,46.3052,46.4134,-0.1082
1,372,327,46.3187,46.4134,-0.0947
1,373,327,46.3323,46.4269,-0.0946
1,374,327,46.3593,46.4405,-0.0811
1,375,327,46.3864,46.4405,-0.0541
1,376,326,46.4134,46.4540,-0.0406
1,377,326,46.4405,46.4540,-0.0135
1,378,326,46.4540,46.4540,0.0000
1,379,326,46.4676,46.4540,0.0135
1,380,326,46.4676,46.4676,0.0000
1,381,326,46.4676,46.4676,0.0000
1,382,326,46.4540,46.4676,-0.0135
1,383,326,46.4540,46.4676,-0.0135
1,384,326,46.4676,46.4676,0.0000
1,385,327,46.4812,46.4683,0.0129
1,386,327,46.4948,46.4812,0.0136
1,387,327,46.5084,46.4947,0.0137
1,388,326,46.5220,46.4948,0.0272
1,389,325,46.5356,46.5084,0.0272
1,390,325,46.5492,46.5219,0.0274
1,391,325,46.5628,46.5220,0.0407
1,392,325,46.5899,46.5355,0.0545
1,393,325,46.6171,46.5356,0.0814
1,394,325,46.6307,46.5360,0.0946
1,395,325,46.6443,46.5492,0.0951
1,396,326,46.6580,46.5492,0.1088
1,397,325,46.6716,46.5492,0.1224
1,398,325,46.6853,46.5492,0.1361
1,399,325,46.6989,46.5492,0.1497
1,400,324,46.7126,46.5492,0.1634
1,401,324,46.7262,46.5492,0.1770
1,402,324,46.7535,46.5492,0.2043
1,403,324,46.7808,46.5492,0.2316
1,404,324,46.8082,46.5492,0.2590
1,405,324,46.8356,46.5492,0.2864
1,406,324,46.8630,46.5492,0.3138
1,407,324,46.8905,46.5492,0.3413
1,408,323,46.9318,46.5492,0.3826
1,409,323,46.9731,46.5492,0.4238
1,410,323,47.0282,46.5492,0.4790
1,411,322,47.0833,46.5492,0.5341
1,412,322,47.1246,46.5492,0.5754
1,413,321,47.1659,46.5492,0.6167
1,414,321,47.1935,46.5492,0.6443
1,415,320,47.2349,46.5492,0.6857
1,416,320,47.2764,46.5492,0.7271
1,417,321,47.3040,46.5492,0.7548
1,418,321,47.3317,46.5492,0.7825
1,419,321,47.3456,46.5492,0.7964
1,420,320,47.3595,46.5492,0.8102
1,421,320,47.3595,46.5492,0.8102
1,422,320,47.3595,46.5492,0.8102
1,423,320,47.3733,46.5492,0.8241
1,424,320,47.3872,46.5492,0.8380
1,425,320,47.4011,46.5492,0.8519
1,426,320,47.4011,46.5492,0.8519
1,427,320,47.4150,46.5492,0.8658
1,428,320,47.4289,46.5492,0.8797
1,429,320,47.4428,46.5492,0.8936
1,430,320,47.4707,46.5492,0.9215
1,431,320,47.4986,46.5628,0.9359
1,432,319,47.5265,46.5899,0.9366
1,433,319,47.5544,46.6171,0.9374
1,434,319,47.5823,46.6307,0.9517
1,435,318,47.6243,46.6443,0.9800
1,436,318,47.6662,46.6580,1.0082
1,437,318,47.7081,46.6716,1.0365
1,438,318,47.7502,46.6853,1.0650
1,439,318,47.8065,46.6989,1.1076
1,440,317,47.8627,46.7126,1.1501
1,441,317,47.9050,46.7262,1.1788
